osm_id
1000412536
1000715704
1000720204
1000720205
1000720222
1000721109
1000721112
1000722620
1000722621
1000722622
1000722624
1000722630
1000722631
1000722632
1001533503
1001910446
1001910449
1001914528
1001914532
1001927577
1002096035
1002096036
1002096038
1002100543
1002103105
1002110042
1002111814
1002182680
1002183673
1002183676
1002183677
1002221482
1003256068
1003374931
1003795680
1003879857
1004184464
1004191358
1004191359
1004191383
1004191385
1004193591
1004609071
1004609081
1004609082
1004609129
1004609172
1004609303
1005613591
1005769789
1006247574
1006395347
1006395349
1006594575
1006639187
1006875129
1008943817
1008943818
1008943823
1009539878
1009539879
1010096578
1011354383
1011354384
1011547906
1011621161
1011922421
1012355629
1012355631
1012965385
1013340041
1013649610
1013649627
1013654760
1013654765
1013934580
1013934581
1015162513
1015365484
1015365488
1015487870
1015487874
1015675731
1015675733
1015700633
1016767686
1016768366
1016768367
1016768370
1016769437
1016769438
1017040268
1017201772
1017241298
1017482428
1017482991
1017696529
1017696532
1017764104
1018146811
1018146812
1018164126
1018400317
1018423234
1018704425
1018848825
1018848827
1018982042
1019261154
1019312608
1019347444
1019347446
1019609571
1019893432
1019893434
1019893450
1019895656
1020056233
1020056234
1020398196
1020398209
1020398210
1020398211
1021020352
1021020356
1021211731
1021837571
1021837572
1021837574
1021837575
1022313538
1022426774
1022446340
1022750613
1022750614
1023632969
1024019038
1024019039
1024019040
1024019041
1024019042
1024019043
1024019045
1024019046
1024019069
1024176201
1024701648
1024701652
1024708212
1024708213
1024708214
1024708217
1024708218
1024708220
1024718334
1024718342
1024718362
1024718376
1024728054
1024728055
1024728056
102498573
1025012142
1025024012
1025024021
1025024022
1025081303
1025375919
1025720538
1025721372
1025721374
1025727409
1025727410
1026255271
1026257156
1026595121
1026597952
1026871003
1026871004
1026871006
1027279874
1027279875
1028538185
1028538186
1028538187
1028538188
1028538195
1028538196
1028538197
1028538202
1028538204
1028538205
1028538230
1028538233
1028735307
1028735308
1028774150
1028774152
1029450223
1029854262
1030136738
1030246494
1030246495
1030476190
1030476214
1030476216
1030500097
1030716357
1030716359
1030716362
1030735511
1030735512
1030735513
1030827024
1030827025
1030827026
1030827027
1030827029
1030827034
1030827051
1030827052
1030831385
1030831387
1031495171
1031495172
1031495174
1031495175
1031900573
1031900574
1031900576
1033802765
1033808577
1033844389
1033844390
1033844391
1033852494
1033852497
1033852501
1034235826
1034283267
1034283268
1034693651
1034819390
1034830368
1034830369
1034837160
1034837162
1034837163
1034837164
1034837165
1034837166
1034837167
1034843325
1035141804
1035141805
